id,Название,Цена со скидкой,Цена без скидки,Бренд,Ссылка
 206308,"Кофе Жокей классический 3в1 растворимый (12г x 50шт), 600г",428,479,ORIGO,https://online.metro-cc.ru/products/kofe-zhokey-klassicheskiy-3v1-rastvorimyy-12g-x-50sht-600g
 581766,"Кофе Fort в зернах, 1кг",699,729,CARTE NOIRE,https://online.metro-cc.ru/products/1kg-kofe-fort-zerno
 373046,"Кофе Nescafe Classic растворимый, 320г",,459,ЖОКЕЙ,https://online.metro-cc.ru/products/320g-nescafe-classic-paket
 120797,"Кофе Monarch Brazilian Selection молотый, 230г",,339,JACOBS,https://online.metro-cc.ru/products/230g-kofe-monarch-brazilian-selection-molotyy
 226341,"Кофе MacCoffee Gold растворимый, 100г",,243,LEBO,https://online.metro-cc.ru/products/100g-kofe-maccoffee-gold-rastvorimyy-stb
 228781,"Кофе Monarch Intense растворимый, 95г",,449,FRESCO,https://online.metro-cc.ru/products/95g-kofe-monarch-intense-rastvorimyy-st
 226933,"Кофе Carraro Crema Italiano в зернах, 1кг",,1 719,CARRARO,https://online.metro-cc.ru/products/v-zernah-caffe-carraro-crema-italiano-1-kg
 578056,"Кофе Julius Meinl Trend Collection Espresso Classico в зернах, 1кг",,2 369,LAVAZZA,https://online.metro-cc.ru/products/julius-meinl-espresso-trend-1kg
 214904,"Кофе Carte Noire растворимый (1.8г х 26шт), 47г",,539,FRESCO,https://online.metro-cc.ru/products/rastvorimyj-carte-noire-v-paketikah-18g-26
 122025,"Кофе Poetti Leggenda Oro в зернах, 1кг",,1 989,JACOBS,https://online.metro-cc.ru/products/1kg-kofe-poetti-leggenda-oro-v-zernah
 561302,"Кофе Жокей классический молотый натуральный жареный, 250г",,339,JARDIN,https://online.metro-cc.ru/products/zhokej-naturalnyj-zharenyj-klassicheskij-250g
 226337,"Кофе Julius Meinl Юбилейный классическая коллекция в зернах, 1кг",,2 089,CARTE NOIRE,https://online.metro-cc.ru/products/yubilejnyj-julius-meinl-1000g
 43053,"Кофе Kimbo Extra Cream в зернах, 1кг",,1 999,LAVAZZA,https://online.metro-cc.ru/products/kimbo-extra-cream-v-zernah-1-kg
 104612,"Кофе Monarch Velour растворимый, 95г",,271,JULIUS MEINL,https://online.metro-cc.ru/products/kofe-monarch-velour-rastvorimyy-95g
 226342,"Кофе Kimbo Espresso в зернах, 1кг",,1 979,LEBO,https://online.metro-cc.ru/products/kimbo-espresso-v-zernah-1-kg
 59000,"Кофе в капсулах Julius Meinl Lungo Forte Bio для кофемашин Nespresso 10шт, 56г",,619,EGOISTE,https://online.metro-cc.ru/products/10h56g-kofe-julius-meinl-lungo-forte-v-biorazl-kaps
 107073,"Кофе Жокей Ирландские сливки молотый, 150г",199,296,CARRARO,https://online.metro-cc.ru/products/150g-zhokej-irlandskie-slivki-mol
 44435,"Кофе в капсулах Jardin Ristretto Intense&Full Bodied для кофемашин Nespresso 10шт, 50г",,409,DALLMAYR,https://online.metro-cc.ru/products/10h5g-jardin-ristretto
 230304,"Кофе Jacobs Hazelnut с ароматом лесного ореха растворимый, 95г",,389,MONARCH,https://online.metro-cc.ru/products/95g-jacobs-s-aromatom-oreha
 226335,"Кофе Жокей Фаворит растворимый, 95г",219,249,CARTE NOIRE,https://online.metro-cc.ru/products/95g-kofe-zhokey-favorit-rastvorimyy-stb
 232419,"Напиток кофейный MacCoffee Strong 3в1 порционный (16г x 100шт), 1.6кг",,1 439,JARDIN,https://online.metro-cc.ru/products/5shth16g-kofe-maccoffee-3v1-strong-portsionnyy
 655858,"Кофе в капсулах Jardin Andante Strong&Velvet для кофемашин Nespresso 10шт, 50г",,409,JACOBS,https://online.metro-cc.ru/products/10h5g-jardin-andante
 228230,"Кофе Monarch Gold растворимый, 190г",,799,JARDIN,https://online.metro-cc.ru/products/kofe-monarch-gold-rastvorimyy-190g
 75973,"Кофе Egoiste Noir в зернах, 250г",569,669,BUSHIDO,https://online.metro-cc.ru/products/egoiste-naturalnyj-zharenyj-v-zernah-noir-250g
