id,Название,Цена со скидкой/Полная цена если скидки нет,Цена без скидки/Пусто если скидки нет,Бренд,Ссылка
 228420,"Кофе Monarch Brazilian Selection в зернах, 800г",1 569,,VERLE,https://online.metro-cc.ru/products/800g-kofe-monarch-brazilian-selection-zerno
 226466,"Кофе Carte Noire Crema Delice в зернах, 800г",2 199,,ALTA ROMA,https://online.metro-cc.ru/products/800g-kofe-carte-noire-crema-delice-zerno
 376496,"Кофе Жокей Традиционный в зернах, 900г",1 079,,KIMBO,https://online.metro-cc.ru/products/zhokej-tradicionnyj-900g
 228236,"Кофе Tchibo Gold мокка молотый, 250г",309,,JARDIN,https://online.metro-cc.ru/products/250g-kofe-tchibo-gold-mokka-molotyy
 231667,"Кофе Carraro Qualita Oro в зернах, 500г",1 179,,MONARCH,https://online.metro-cc.ru/products/v-zernah-carraro-qualita-oro-500-g
 230300,"Кофе Jacobs Caramel с ароматом карамели растворимый, 95г",509,,MONARCH,https://online.metro-cc.ru/products/95g-jacobs-s-arom-karameli
 231666,"Кофе Piazza del Caffe Crema Vellutata в зернах, 1кг",1 159,,MONARCH,https://online.metro-cc.ru/products/1kg-kofe-piazza-del-caffe-crema-vellutata-zerno
 226467,"Кофе Черная Карта молотый жареный, 250г",229,289,ALTA ROMA,https://online.metro-cc.ru/products/250g-kofe-chernaya-karta-molotyy-zharenyy
 60434,"Кофе Jardin Kenya Kilimanjaro растворимый сублимированный, 150г",499,,KIMBO,https://online.metro-cc.ru/products/jardin-kenya-kilimanjaro-sublimirovannyj-150g
 616531,"Кофе Жокей Триумф растворимый, 280г",739,,ЖОКЕЙ,https://online.metro-cc.ru/products/280g-kofe-zhokey-triumf-rastvorimyy
 228242,"Кофе Jardin Kenya Kilimanjaro растворимый, 75г",229,,ЖОКЕЙ,https://online.metro-cc.ru/products/75g-kofe-jardin-keniya-kilimandzharo-rastvorimyy
 229166,"Кофе Jacobs Brazilian Selection растворимый, 180г",609,,TCHIBO,https://online.metro-cc.ru/products/180g-kofe-jacobs-brazilian-selection-rastvorimyy
 228235,"Кофе Julius Meinl Prasident молотый, 250г",529,,JARDIN,https://online.metro-cc.ru/products/julius-meinl-president-classic-collection-250g
 59000,"Кофе Jacobs Velour растворимый, 95г",499,,EGOISTE,https://online.metro-cc.ru/products/95g-kofe-jacobs-velour-rastvorimyy-poroshkoobraznyy-stb
 226509,"Кофе в капсулах Verle Classic Decaf для кофемашин Nespresso 10шт, 55г",399,,MACCOFFEE,https://online.metro-cc.ru/products/kofe-verle-classic-decaf-v-kapsulah-55g-x-10sht-55g
 229165,"Кофе Monarch Original растворимый, 47.5г",199,239,TCHIBO,https://online.metro-cc.ru/products/475g-kofe-monarch-original-rastvorimyy-st
 122026,"Кофе Jacobs Monarch растворимый, 270г",1 199,,JACOBS,https://online.metro-cc.ru/products/270g-jacobs-monarch
 224738,"Кофе Жокей Фаворит растворимый гранулированный, 75г",251,,MONARCH,https://online.metro-cc.ru/products/zhokej-favorit-granulirovannyj150-g
 384385,"Кофе Jacobs Monarch растворимый сублимированный, 190г",899,,JACOBS,https://online.metro-cc.ru/products/jacobs-monarch-sublimirovannyj-190g
 112991,"Кофе Жокей триумф растворимый, 450г",1 099,,CARRARO,https://online.metro-cc.ru/products/450g-kofe-zhokey-triumf-rastvorimyy
 611604,"Кофе Jacobs Monarch растворимый сублимированный, 48г",299,,ILLY,https://online.metro-cc.ru/products/jacobs-monarch-sublimirovannyj-475g
